geneID	Description	Pathway
Dmel_CG4347	UGP; UGP, isoform D	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG4414	Ugt58Fa; Ugt58Fa, isoform B	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG4649	Sodh-2; sorbitol dehydrogenase-2	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG4772	Ugt86Dh; Ugt86Dh, isoform B	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG5724	CG5724; uncharacterized protein	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG5999	CG5999; uncharacterized protein	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG6083	CG6083; uncharacterized protein	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG6084	CG6084; uncharacterized protein, isoform C	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG6475	CG6475; uncharacterized protein	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG6633	Ugt86Dd	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG6644	Ugt35a; UDP-glycosyltransferase 35a	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG6649	Ugt35b; UDP-glycosyltransferase 35b	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG6653	Ugt86De	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
