geneID	Description	Pathway
107792078	enolase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107792237	fructose-1,6-bisphosphatase, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107792473	putative glucose-6-phosphate 1-epimerase	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107794375	phosphoglucomutase, cytoplasmic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107794535	plastidial pyruvate kinase 4, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107794842	dihydrolipoyl dehydrogenase 2, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107794974	aldehyde dehydrogenase family 2 member B7, mitochondrial-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107795071	pyruvate dehydrogenase E1 component subunit beta-1, mitochondrial-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107795210	alcohol dehydrogenase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107795448	aldo-keto reductase family 4 member C9-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107795534	triosephosphate isomerase, cytosolic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107796670	alcohol dehydrogenase-like 7	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107796971	aldehyde dehydrogenase family 7 member B4-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107797234	aldehyde dehydrogenase family 2 member B4, mitochondrial-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107797258	acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107797422	fructose-bisphosphate aldolase 1, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107797489	dihydrolipoyllysine-residue acetyltransferase component 5 of pyruvate dehydrogenase complex, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107797523	Hxk1, NtHxK1, NtHxk, hexokinase; hexokinase-1	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107797637	pyruvate dehydrogenase E1 component subunit beta-3, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107797877	PK; pyruvate kinase, cytosolic isozyme	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107797920	pyruvate dehydrogenase E1 component subunit beta-1, mitochondrial-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107797927	pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107798006	phosphoglucomutase, cytoplasmic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107798205	phosphoglycerate kinase, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107798504	ATP-dependent 6-phosphofructokinase 6-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107798513	pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107798722	phosphoglucomutase, cytoplasmic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107798988	aldose reductase	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107799031	pyruvate dehydrogenase E1 component subunit alpha, mitochondrial	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
