source	ID	GO
GPL2810	A000167_01	GO:0008150
GPL2810	A000168_01	GO:0004842
GPL2810	A000168_01	GO:0005488
GPL2810	A000168_01	GO:0009507
GPL2810	A000168_01	GO:0016567
GPL2810	A000169_01	GO:0004497
GPL2810	A000169_01	GO:0009793
GPL2810	A000170_01	GO:0004553
GPL2810	A000170_01	GO:0005975
GPL2810	A000170_01	GO:0012505
GPL2810	A000171_01	GO:0003674
GPL2810	A000171_01	GO:0005886
GPL2810	A000171_01	GO:0008150
GPL2810	A000172_01	GO:0005524
GPL2810	A000172_01	GO:0005739
GPL2810	A000172_01	GO:0006457
GPL2810	A000173_01	GO:0009706
GPL2810	A000173_01	GO:0010277
GPL2810	A000173_01	GO:0015995
GPL2810	A000173_01	GO:0042651
GPL2810	A000174_01	GO:0000902
GPL2810	A000174_01	GO:0003700
GPL2810	A000174_01	GO:0005730
GPL2810	A000174_01	GO:0042023
GPL2810	A000174_01	GO:0046982
GPL2810	A000174_01	GO:0051782
GPL2810	A000175_01	GO:0003700
GPL2810	A000175_01	GO:0045449
GPL2810	A000176_01	GO:0004811
GPL2810	A000176_01	GO:0005524
GPL2810	A000176_01	GO:0009691
GPL2810	A000176_01	GO:0009824
GPL2810	A000178_01	GO:0004784
GPL2810	A000178_01	GO:0006878
GPL2810	A000178_01	GO:0009507
GPL2810	A000178_01	GO:0016532
GPL2810	A000179_01	GO:0001522
GPL2810	A000179_01	GO:0005575
GPL2810	A000179_01	GO:0008033
GPL2810	A000179_01	GO:0009982
GPL2810	A000180_01	GO:0005622
GPL2810	A000180_01	GO:0008150
GPL2810	A000180_01	GO:0008270
GPL2810	A000181_01	GO:0003674
GPL2810	A000181_01	GO:0005575
GPL2810	A000181_01	GO:0008150
GPL2810	A000182_01	GO:0005742
GPL2810	A000182_01	GO:0006626
GPL2810	A000182_01	GO:0015450
GPL2810	A000183_01	GO:0005488
GPL2810	A000183_01	GO:0005575
GPL2810	A000183_01	GO:0008150
GPL2810	A000184_01	GO:0004252
GPL2810	A000184_01	GO:0006508
GPL2810	A000184_01	GO:0009897
GPL2810	A000184_01	GO:0010103
GPL2810	A000184_01	GO:0042127
GPL2810	A000185_01	GO:0005515
GPL2810	A000185_01	GO:0006499
GPL2810	A000185_01	GO:0008270
GPL2810	A000185_01	GO:0009507
GPL2810	A000186_01	GO:0003674
GPL2810	A000186_01	GO:0005739
GPL2810	A000186_01	GO:0008150
GPL2810	A000188_01	GO:0005575
GPL2810	A000188_01	GO:0006508
GPL2810	A000189_01	GO:0006917
GPL2810	A000189_01	GO:0009507
GPL2810	A000190_01	GO:0005634
GPL2810	A000190_01	GO:0016538
GPL2810	A000190_01	GO:0042023
GPL2810	A000190_01	GO:0051726
GPL2810	A000191_01	GO:0009860
GPL2810	A000191_01	GO:0016301
GPL2810	A000193_01	GO:0005575
GPL2810	A000194_01	GO:0004252
GPL2810	A000194_01	GO:0005575
GPL2810	A000194_01	GO:0006508
GPL2810	A000195_01	GO:0003674
GPL2810	A000195_01	GO:0005575
GPL2810	A000195_01	GO:0008150
GPL2810	A000196_01	GO:0004722
GPL2810	A000196_01	GO:0005575
GPL2810	A000196_01	GO:0008150
GPL2810	A000197_01	GO:0006979
GPL2810	A000197_01	GO:0009507
GPL2810	A000197_01	GO:0019354
GPL2810	A000197_01	GO:0051266
GPL2810	A000198_01	GO:0003674
GPL2810	A000198_01	GO:0008150
GPL2810	A000198_01	GO:0009507
GPL2810	A000199_01	GO:0003674
GPL2810	A000199_01	GO:0005575
GPL2810	A000199_01	GO:0008150
GPL2810	A000200_01	GO:0003674
GPL2810	A000200_01	GO:0005575
GPL2810	A000200_01	GO:0008150
GPL2810	A000201_01	GO:0003674
GPL2810	A000201_01	GO:0005575
GPL2810	A000201_01	GO:0008150
GPL2810	A000202_01	GO:0009507
GPL2810	A000203_01	GO:0004683
GPL2810	A000203_01	GO:0005509
GPL2810	A000203_01	GO:0005524
GPL2810	A000203_01	GO:0005886
GPL2810	A000203_01	GO:0006468
GPL2810	A000203_01	GO:0006499
GPL2810	A000205_01	GO:0003674
GPL2810	A000205_01	GO:0005635
GPL2810	A000205_01	GO:0005730
GPL2810	A000205_01	GO:0005829
GPL2810	A000205_01	GO:0009507
GPL2810	A000205_01	GO:0009910
GPL2810	A000205_01	GO:0016973
GPL2810	A000205_01	GO:0033234
GPL2810	A000205_01	GO:0048443
GPL2810	A000206_01	GO:0003674
GPL2810	A000206_01	GO:0005575
GPL2810	A000206_01	GO:0008150
GPL2810	A000207_01	GO:0003674
GPL2810	A000207_01	GO:0005575
GPL2810	A000207_01	GO:0008150
GPL2810	A000208_01	GO:0005351
GPL2810	A000208_01	GO:0016021
GPL2810	A000208_01	GO:0055085
GPL2810	A000210_01	GO:0003700
GPL2810	A000210_01	GO:0004871
GPL2810	A000210_01	GO:0005515
GPL2810	A000210_01	GO:0005634
GPL2810	A000210_01	GO:0006355
GPL2810	A000210_01	GO:0007165
GPL2810	A000211_01	GO:0003674
GPL2810	A000211_01	GO:0005575
GPL2810	A000211_01	GO:0008150
GPL2810	A000212_01	GO:0005886
GPL2810	A000212_01	GO:0006865
GPL2810	A000212_01	GO:0015326
GPL2810	A000212_01	GO:0043231
