source	ID	GO
chickenAffy	Gga.10003.1.S1_at	GO:0003676
chickenAffy	Gga.10003.1.S1_at	GO:0003713
chickenAffy	Gga.10003.1.S1_at	GO:0003779
chickenAffy	Gga.10003.1.S1_at	GO:0005667
chickenAffy	Gga.10003.1.S1_at	GO:0005737
chickenAffy	Gga.10003.1.S1_at	GO:0007519
chickenAffy	Gga.10003.1.S1_at	GO:0042802
chickenAffy	Gga.10003.1.S1_at	GO:0045844
chickenAffy	Gga.10003.1.S1_at	GO:0045944
chickenAffy	Gga.10003.1.S1_at	GO:0048568
chickenAffy	Gga.10003.1.S1_at	GO:0048738
chickenAffy	Gga.10003.1.S1_at	GO:0051145
chickenAffy	Gga.10004.1.S1_at	GO:0007212
chickenAffy	Gga.10005.1.S1_at	GO:0006810
chickenAffy	Gga.10007.1.S1_a_at	GO:0005515
chickenAffy	Gga.10007.1.S1_a_at	GO:0016020
chickenAffy	Gga.10007.1.S1_a_at	GO:0016192
chickenAffy	Gga.10008.1.S1_at	GO:0003677
chickenAffy	Gga.10008.1.S1_at	GO:0005634
chickenAffy	Gga.10008.1.S1_at	GO:0006355
chickenAffy	Gga.10008.1.S1_at	GO:0008270
chickenAffy	Gga.10009.1.S1_at	GO:0005524
chickenAffy	Gga.1001.1.S1_at	GO:0003723
chickenAffy	Gga.1001.1.S1_at	GO:0004298
chickenAffy	Gga.1001.1.S1_at	GO:0005515
chickenAffy	Gga.1001.1.S1_at	GO:0005634
chickenAffy	Gga.1001.1.S1_at	GO:0005839
chickenAffy	Gga.1001.1.S1_at	GO:0006511
chickenAffy	Gga.10010.1.S1_at	GO:0016301
chickenAffy	Gga.10011.1.S1_at	GO:0016021
chickenAffy	Gga.10012.1.S1_s_at	GO:0006812
chickenAffy	Gga.10013.1.S1_at	GO:0007165
chickenAffy	Gga.10015.1.S1_at	GO:0005089
chickenAffy	Gga.10016.1.S1_at	GO:0008565
chickenAffy	Gga.10017.1.S1_at	GO:0016021
chickenAffy	Gga.10017.2.S1_a_at	GO:0016021
chickenAffy	Gga.10019.1.S1_at	GO:0005622
chickenAffy	Gga.10019.2.S1_at	GO:0005525
chickenAffy	Gga.1002.1.S1_at	GO:0004047
chickenAffy	Gga.1002.1.S1_at	GO:0005743
chickenAffy	Gga.1002.1.S1_at	GO:0005960
chickenAffy	Gga.1002.1.S1_at	GO:0006546
chickenAffy	Gga.1002.1.S1_at	GO:0006563
chickenAffy	Gga.1002.1.S1_at	GO:0006566
chickenAffy	Gga.1002.1.S1_at	GO:0008483
chickenAffy	Gga.1002.1.S1_at	GO:0031405
chickenAffy	Gga.10020.1.S1_s_at	GO:0003700
chickenAffy	Gga.10020.1.S1_s_at	GO:0005667
chickenAffy	Gga.10020.1.S1_s_at	GO:0006355
chickenAffy	Gga.10020.1.S1_s_at	GO:0007399
chickenAffy	Gga.10020.1.S1_s_at	GO:0008270
chickenAffy	Gga.10020.1.S1_s_at	GO:0016481
chickenAffy	Gga.10020.1.S1_s_at	GO:0016563
chickenAffy	Gga.10020.1.S1_s_at	GO:0016564
chickenAffy	Gga.10020.1.S1_s_at	GO:0017053
chickenAffy	Gga.10020.1.S1_s_at	GO:0030154
chickenAffy	Gga.10020.1.S1_s_at	GO:0045941
chickenAffy	Gga.10021.1.S1_s_at	GO:0004134
chickenAffy	Gga.10021.1.S1_s_at	GO:0004135
chickenAffy	Gga.10021.1.S1_s_at	GO:0005978
chickenAffy	Gga.10021.1.S1_s_at	GO:0005982
chickenAffy	Gga.10021.1.S1_s_at	GO:0005985
chickenAffy	Gga.10021.1.S1_s_at	GO:0043033
chickenAffy	Gga.10021.1.S1_s_at	GO:0043169
chickenAffy	Gga.10021.2.S1_s_at	GO:0004134
chickenAffy	Gga.10021.2.S1_s_at	GO:0004135
chickenAffy	Gga.10021.2.S1_s_at	GO:0005515
chickenAffy	Gga.10021.2.S1_s_at	GO:0005978
chickenAffy	Gga.10021.2.S1_s_at	GO:0005982
chickenAffy	Gga.10021.2.S1_s_at	GO:0005985
chickenAffy	Gga.10021.2.S1_s_at	GO:0043033
chickenAffy	Gga.10021.2.S1_s_at	GO:0043169
chickenAffy	Gga.10024.1.S1_at	GO:0003743
chickenAffy	Gga.10024.1.S1_at	GO:0005515
chickenAffy	Gga.10024.1.S1_at	GO:0005667
chickenAffy	Gga.10024.1.S1_at	GO:0005840
chickenAffy	Gga.10024.1.S1_at	GO:0006352
chickenAffy	Gga.10024.1.S1_at	GO:0006357
chickenAffy	Gga.10024.1.S1_at	GO:0006446
chickenAffy	Gga.10024.1.S1_at	GO:0008270
chickenAffy	Gga.10024.1.S1_at	GO:0016251
chickenAffy	Gga.10025.1.S1_at	GO:0005882
chickenAffy	Gga.10027.1.S1_at	GO:0003723
chickenAffy	Gga.10027.1.S1_at	GO:0004519
chickenAffy	Gga.10027.1.S1_at	GO:0005654
chickenAffy	Gga.10027.1.S1_at	GO:0006378
chickenAffy	Gga.10027.1.S1_at	GO:0006379
chickenAffy	Gga.10027.1.S1_at	GO:0008270
chickenAffy	Gga.10027.2.S1_at	GO:0016787
chickenAffy	Gga.10028.1.S1_at	GO:0016881
chickenAffy	Gga.10032.1.A1_at	GO:0003677
chickenAffy	Gga.10032.1.A1_at	GO:0003899
chickenAffy	Gga.10032.1.A1_at	GO:0005515
chickenAffy	Gga.10032.1.A1_at	GO:0005730
chickenAffy	Gga.10032.1.A1_at	GO:0006144
chickenAffy	Gga.10032.1.A1_at	GO:0006206
chickenAffy	Gga.10032.1.A1_at	GO:0008270
