geneID	Description	Pathway	Pathway_map
100191187	UBA/TS-N domain-containing protein	-	-
100191180	putative RING zinc finger domain superfamily protein	-	-
100191181	pco138649; uncharacterized protein LOC100191181	-	-
100191182	bZIP124; putative bZIP transcription factor superfamily protein	-	-
100191183	uncharacterized protein LOC100191183	-	-
103654599	uncharacterized protein LOC103654599	-	-
100191188	uncharacterized protein LOC100191188	-	-
100191189	pco105718; uncharacterized protein LOC100191189	mRNA surveillance pathway - Zea mays (maize)	http://rest.kegg.jp/get/zma03015/image
100191189	pco105718; uncharacterized protein LOC100191189	Autophagy - other - Zea mays (maize)	http://rest.kegg.jp/get/zma04136/image
100286116	threonine endopeptidase	-	-
100286117	carotenoid cleavage dioxygenase	-	-
100217189	seed maturation protein	-	-
100217188	uncharacterized protein LOC100217188 isoform X1	-	-
100286112	structural molecule	-	-
100286113	germin-like protein subfamily 1 member 11 precursor	-	-
100286111	formyltetrahydrofolate deformylase	Glyoxylate and dicarboxylate metabolism - Zea mays (maize)	http://rest.kegg.jp/get/zma00630/image
100286111	formyltetrahydrofolate deformylase	One carbon pool by folate - Zea mays (maize)	http://rest.kegg.jp/get/zma00670/image
100217183	uncharacterized LOC100217183	Monoterpenoid biosynthesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00902/image
100217183	uncharacterized LOC100217183	Biosynthesis of secondary metabolites - Zea mays (maize)	http://rest.kegg.jp/get/zma01110/image
100217181	putative casein kinase family protein	-	-
100217180	uncharacterized protein LOC100217180	Pyrimidine metabolism - Zea mays (maize)	http://rest.kegg.jp/get/zma00240/image
100217180	uncharacterized protein LOC100217180	Metabolic pathways - Zea mays (maize)	http://rest.kegg.jp/get/zma01100/image
100217187	umc1964; uncharacterized protein LOC100217187	-	-
100217186	AY107496; uncharacterized protein LOC100217186 isoform X4	-	-
100217185	uncharacterized protein LOC100217185	-	-
100217184	Gamma carbonic anhydrase 1 mitochondrial	-	-
109944942	uncharacterized LOC109944942	-	-
103638338	uncharacterized protein LOC103638338	-	-
103654957	uncharacterized protein LOC103654957	Cyanoamino acid metabolism - Zea mays (maize)	http://rest.kegg.jp/get/zma00460/image
103654957	uncharacterized protein LOC103654957	Starch and sucrose metabolism - Zea mays (maize)	http://rest.kegg.jp/get/zma00500/image
103654957	uncharacterized protein LOC103654957	Phenylpropanoid biosynthesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00940/image
103654957	uncharacterized protein LOC103654957	Metabolic pathways - Zea mays (maize)	http://rest.kegg.jp/get/zma01100/image
103654957	uncharacterized protein LOC103654957	Biosynthesis of secondary metabolites - Zea mays (maize)	http://rest.kegg.jp/get/zma01110/image
103654954	beta-amylase 8 isoform X2	Starch and sucrose metabolism - Zea mays (maize)	http://rest.kegg.jp/get/zma00500/image
103654955	uncharacterized LOC103654955	-	-
103654952	uncharacterized LOC103654952	-	-
109944941	uncharacterized LOC109944941	-	-
103654950	transcription factor HBP-1a isoform X1	-	-
103654951	uncharacterized protein LOC103654951	-	-
103638330	uncharacterized LOC103638330, transcript variant X2	-	-
103638331	uncharacterized LOC103638331	-	-
103638332	uncharacterized protein LOC103638332	-	-
103638333	uncharacterized protein LOC103638333	-	-
103638334	heat shock 70 kDa protein 14	-	-
103638336	exosome complex component RRP45A	RNA degradation - Zea mays (maize)	http://rest.kegg.jp/get/zma03018/image
103638337	acyl-[acyl-carrier-protein] desaturase 6, chloroplastic-like	Fatty acid biosynthesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00061/image
103638337	acyl-[acyl-carrier-protein] desaturase 6, chloroplastic-like	Biosynthesis of unsaturated fatty acids - Zea mays (maize)	http://rest.kegg.jp/get/zma01040/image
103638337	acyl-[acyl-carrier-protein] desaturase 6, chloroplastic-like	Fatty acid metabolism - Zea mays (maize)	http://rest.kegg.jp/get/zma01212/image
103632079	uncharacterized protein LOC103632079	-	-
103652469	protein RRP6-like 2	-	-
103652464	uncharacterized protein LOC103652464	-	-
103632074	uncharacterized LOC103632074, transcript variant X5	-	-
103652466	uncharacterized LOC103652466	-	-
103632076	uncharacterized protein LOC100275029	-	-
103632070	uncharacterized LOC103632070	-	-
103652462	protein MON2 homolog isoform X1	-	-
103632072	probable glycosyltransferase At5g03795	-	-
111590242	U2 spliceosomal RNA	-	-
100216584	uncharacterized protein LOC100216584	-	-
100216585	gpm556; uncharacterized protein LOC100216585	Cysteine and methionine metabolism - Zea mays (maize)	http://rest.kegg.jp/get/zma00270/image
100216585	gpm556; uncharacterized protein LOC100216585	Metabolic pathways - Zea mays (maize)	http://rest.kegg.jp/get/zma01100/image
